No.	Name	Description	Block	Sub-Block	
1336	SpMaxA_EA(bo)	normalized leading eigenvalue from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1337	SpDiam_EA(bo)	spectral diameter from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1338	SpAD_EA(bo)	spectral absolute deviation from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1339	SpMAD_EA(bo)	spectral mean absolute deviation from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1340	SpMax_EA(dm)	leading eigenvalue from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1341	SpMaxA_EA(dm)	normalized leading eigenvalue from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1342	SpDiam_EA(dm)	spectral diameter from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1343	SpAD_EA(dm)	spectral absolute deviation from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1344	SpMAD_EA(dm)	spectral mean absolute deviation from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1345	SpMax_EA(ri)	leading eigenvalue from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1346	SpMaxA_EA(ri)	normalized leading eigenvalue from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1347	SpDiam_EA(ri)	spectral diameter from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1348	SpAD_EA(ri)	spectral absolute deviation from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1349	SpMAD_EA(ri)	spectral mean absolute deviation from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1350	SpMax_AEA(ed)	leading eigenvalue from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral indices	
1351	SpMaxA_AEA(ed)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral indices	
1352	SpDiam_AEA(ed)	spectral diameter from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral indices	
1353	SpAD_AEA(ed)	spectral absolute deviation from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral indices	
1354	SpMAD_AEA(ed)	spectral mean absolute deviation from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral indices	
1355	SpMax_AEA(bo)	leading eigenvalue from augmented edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1356	SpMaxA_AEA(bo)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1357	SpDiam_AEA(bo)	spectral diameter from augmented edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1358	SpAD_AEA(bo)	spectral absolute deviation from augmented edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1359	SpMAD_AEA(bo)	spectral mean absolute deviation from augmented edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral indices	
1360	SpMax_AEA(dm)	leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1361	SpMaxA_AEA(dm)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1362	SpDiam_AEA(dm)	spectral diameter from augmented edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1363	SpAD_AEA(dm)	spectral absolute deviation from augmented edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1364	SpMAD_AEA(dm)	spectral mean absolute deviation from augmented edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral indices	
1365	SpMax_AEA(ri)	leading eigenvalue from augmented edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1366	SpMaxA_AEA(ri)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1367	SpDiam_AEA(ri)	spectral diameter from augmented edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1368	SpAD_AEA(ri)	spectral absolute deviation from augmented edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1369	SpMAD_AEA(ri)	spectral mean absolute deviation from augmented edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral indices	
1370	Chi0_EA	connectivity-like index of order 0 from edge adjacency mat.	Edge adjacency indices	Connectivity-like indices	
1371	Chi1_EA	connectivity-like index of order 1 from edge adjacency mat.	Edge adjacency indices	Connectivity-like indices	
1372	Chi0_EA(ed)	connectivity-like index of order 0 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Connectivity-like indices	
1373	Chi1_EA(ed)	connectivity-like index of order 1 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Connectivity-like indices	
1374	Chi0_EA(bo)	connectivity-like index of order 0 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Connectivity-like indices	
1375	Chi1_EA(bo)	connectivity-like index of order 1 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Connectivity-like indices	
1376	Chi0_EA(dm)	connectivity-like index of order 0 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Connectivity-like indices	
1377	Chi1_EA(dm)	connectivity-like index of order 1 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Connectivity-like indices	
1378	Chi0_EA(ri)	connectivity-like index of order 0 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Connectivity-like indices	
1379	Chi1_EA(ri)	connectivity-like index of order 1 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Connectivity-like indices	
1380	Chi0_AEA(ed)	connectivity-like index of order 0 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Connectivity-like indices	
1381	Chi1_AEA(ed)	connectivity-like index of order 1 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Connectivity-like indices	
1382	Chi0_AEA(bo)	connectivity-like index of order 0 from augmented edge adjacency mat. weighted by bond order	Edge adjacency indices	Connectivity-like indices	
1383	Chi1_AEA(bo)	connectivity-like index of order 1 from augmented edge adjacency mat. weighted by bond order	Edge adjacency indices	Connectivity-like indices	
1384	Chi0_AEA(dm)	connectivity-like index of order 0 from augmented edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Connectivity-like indices	
1385	Chi1_AEA(dm)	connectivity-like index of order 1 from augmented edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Connectivity-like indices	
1386	Chi0_AEA(ri)	connectivity-like index of order 0 from augmented edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Connectivity-like indices	
1387	Chi1_AEA(ri)	connectivity-like index of order 1 from augmented edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Connectivity-like indices	
1388	SM02_EA	spectral moment of order 2 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1389	SM03_EA	spectral moment of order 3 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1390	SM04_EA	spectral moment of order 4 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1391	SM05_EA	spectral moment of order 5 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1392	SM06_EA	spectral moment of order 6 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1393	SM07_EA	spectral moment of order 7 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1394	SM08_EA	spectral moment of order 8 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1395	SM09_EA	spectral moment of order 9 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1396	SM10_EA	spectral moment of order 10 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1397	SM11_EA	spectral moment of order 11 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1398	SM12_EA	spectral moment of order 12 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1399	SM13_EA	spectral moment of order 13 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1400	SM14_EA	spectral moment of order 14 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1401	SM15_EA	spectral moment of order 15 from edge adjacency mat.	Edge adjacency indices	Spectral moments	
1402	SM02_EA(ed)	spectral moment of order 2 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1403	SM03_EA(ed)	spectral moment of order 3 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1404	SM04_EA(ed)	spectral moment of order 4 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1405	SM05_EA(ed)	spectral moment of order 5 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1406	SM06_EA(ed)	spectral moment of order 6 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1407	SM07_EA(ed)	spectral moment of order 7 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1408	SM08_EA(ed)	spectral moment of order 8 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1409	SM09_EA(ed)	spectral moment of order 9 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1410	SM10_EA(ed)	spectral moment of order 10 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1411	SM11_EA(ed)	spectral moment of order 11 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1412	SM12_EA(ed)	spectral moment of order 12 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1413	SM13_EA(ed)	spectral moment of order 13 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1414	SM14_EA(ed)	spectral moment of order 14 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1415	SM15_EA(ed)	spectral moment of order 15 from edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1416	SM02_EA(bo)	spectral moment of order 2 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1417	SM03_EA(bo)	spectral moment of order 3 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1418	SM04_EA(bo)	spectral moment of order 4 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1419	SM05_EA(bo)	spectral moment of order 5 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1420	SM06_EA(bo)	spectral moment of order 6 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1421	SM07_EA(bo)	spectral moment of order 7 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1422	SM08_EA(bo)	spectral moment of order 8 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1423	SM09_EA(bo)	spectral moment of order 9 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1424	SM10_EA(bo)	spectral moment of order 10 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1425	SM11_EA(bo)	spectral moment of order 11 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1426	SM12_EA(bo)	spectral moment of order 12 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1427	SM13_EA(bo)	spectral moment of order 13 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1428	SM14_EA(bo)	spectral moment of order 14 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1429	SM15_EA(bo)	spectral moment of order 15 from edge adjacency mat. weighted by bond order	Edge adjacency indices	Spectral moments	
1430	SM02_EA(dm)	spectral moment of order 2 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1431	SM03_EA(dm)	spectral moment of order 3 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1432	SM04_EA(dm)	spectral moment of order 4 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1433	SM05_EA(dm)	spectral moment of order 5 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1434	SM06_EA(dm)	spectral moment of order 6 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1435	SM07_EA(dm)	spectral moment of order 7 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1436	SM08_EA(dm)	spectral moment of order 8 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1437	SM09_EA(dm)	spectral moment of order 9 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1438	SM10_EA(dm)	spectral moment of order 10 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1439	SM11_EA(dm)	spectral moment of order 11 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1440	SM12_EA(dm)	spectral moment of order 12 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1441	SM13_EA(dm)	spectral moment of order 13 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1442	SM14_EA(dm)	spectral moment of order 14 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1443	SM15_EA(dm)	spectral moment of order 15 from edge adjacency mat. weighted by dipole moment	Edge adjacency indices	Spectral moments	
1444	SM02_EA(ri)	spectral moment of order 2 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1445	SM03_EA(ri)	spectral moment of order 3 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1446	SM04_EA(ri)	spectral moment of order 4 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1447	SM05_EA(ri)	spectral moment of order 5 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1448	SM06_EA(ri)	spectral moment of order 6 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1449	SM07_EA(ri)	spectral moment of order 7 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1450	SM08_EA(ri)	spectral moment of order 8 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1451	SM09_EA(ri)	spectral moment of order 9 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1452	SM10_EA(ri)	spectral moment of order 10 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1453	SM11_EA(ri)	spectral moment of order 11 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1454	SM12_EA(ri)	spectral moment of order 12 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1455	SM13_EA(ri)	spectral moment of order 13 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1456	SM14_EA(ri)	spectral moment of order 14 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1457	SM15_EA(ri)	spectral moment of order 15 from edge adjacency mat. weighted by resonance integral	Edge adjacency indices	Spectral moments	
1458	SM02_AEA(ed)	spectral moment of order 2 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1459	SM03_AEA(ed)	spectral moment of order 3 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1460	SM04_AEA(ed)	spectral moment of order 4 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1461	SM05_AEA(ed)	spectral moment of order 5 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1462	SM06_AEA(ed)	spectral moment of order 6 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1463	SM07_AEA(ed)	spectral moment of order 7 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1464	SM08_AEA(ed)	spectral moment of order 8 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
1465	SM09_AEA(ed)	spectral moment of order 9 from augmented edge adjacency mat. weighted by edge degree	Edge adjacency indices	Spectral moments	
