No.	NAME	T(N..O)	T(O..O)	T(O..S)	T(O..Cl)	T(S..S)	B01[C-S]	B01[N-N]	B02[N-N]	B02[N-S]	B03[N-N]	B03[N-S]	B03[O-O]	B03[O-S]	B04[N-N]	B04[N-O]	B04[N-S]	B04[O-O]	B04[S-S]	B05[N-N]	B05[N-S]	B06[N-N]	B06[N-S]	B06[O-O]	B06[O-S]	B06[S-S]	B07[C-N]	B07[C-S]	B07[N-N]	B07[N-O]	B07[N-S]	B07[O-O]	B07[O-S]	B08[C-S]	B08[N-O]	B08[N-S]	B08[S-S]	B09[C-N]	B09[C-S]	B09[N-N]	B09[N-O]	B09[N-S]	B09[O-O]	B09[O-S]	B10[C-C]	B10[C-N]	B10[C-S]	B10[N-N]	B10[N-O]	B10[N-S]	B10[O-O]	B10[O-S]	B10[S-S]	F01[C-C]	F01[C-N]	F01[C-O]	F01[N-N]	F02[C-C]	F02[C-N]	F02[C-O]	F02[C-S]	F02[N-N]	F02[N-O]	F02[N-S]	F02[O-O]	F03[C-N]	F03[C-O]	F03[C-S]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F03[O-S]	F04[C-C]	F04[C-N]	F04[C-S]	F04[N-N]	F04[N-O]	F04[N-S]	F04[O-O]	F04[O-S]	F05[C-C]	F05[C-N]	F05[C-O]	F05[C-S]	F05[N-N]	F05[N-O]	F05[O-O]	F05[O-S]	F06[C-C]	F06[C-N]	F06[C-O]	F06[C-S]	F06[N-N]	F06[N-O]	F06[N-S]	F06[O-O]	F06[O-S]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[N-N]	F07[N-O]	F07[N-S]	F07[O-O]	F07[O-S]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[N-N]	F08[N-O]	F08[N-S]	F08[O-O]	F08[O-S]	F09[C-C]	F09[C-N]	F09[C-O]	F09[C-S]	F09[N-N]	F09[N-O]	F09[O-O]	F09[O-S]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[N-N]	F10[N-O]	F10[O-O]	F10[O-S]
232	Aztreonam	247	196	103	0	9	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	9	8	5	0	10	10	8	3	1	5	2	4	9	15	3	3	2	0	2	1	10	5	1	1	5	2	4	0	11	8	8	1	1	4	1	2	9	10	13	3	2	3	0	0	1	11	4	7	6	1	6	1	6	0	8	7	9	2	0	3	2	0	4	3	4	10	2	1	6	3	0	0	0	8	3	0	2	2	3
233	Cephalexin	57	33	19	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	14	6	4	0	18	8	4	2	0	2	1	1	5	6	3	2	4	1	0	0	11	8	2	0	0	0	0	1	8	8	7	1	0	1	3	3	10	3	4	1	1	3	1	0	0	10	4	6	2	0	0	0	0	0	9	4	5	2	0	0	0	2	0	9	2	3	1	0	2	0	0	8	0	4	0	0	0	0	0
234	Aztreonam	247	196	103	0	9	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	9	8	5	0	10	10	8	3	1	5	2	4	9	15	3	3	2	0	2	1	10	5	1	1	5	2	4	0	11	8	8	1	1	4	1	2	9	10	13	3	2	3	0	0	1	11	4	7	6	1	6	1	6	0	8	7	9	2	0	3	2	0	4	3	4	10	2	1	6	3	0	0	0	8	3	0	2	2	3
235	Cephaloridine	55	33	50	0	7	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	15	8	4	0	20	9	4	5	0	2	1	1	6	6	4	1	3	1	0	0	17	5	2	1	0	2	0	2	13	9	7	4	0	3	3	3	16	5	7	5	0	3	0	0	0	16	2	11	2	1	0	1	0	1	9	5	9	4	0	0	0	2	0	10	3	3	2	0	1	0	0	9	2	4	1	0	0	0	2
236	Cyclacillin	57	33	17	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	13	6	4	0	17	9	4	4	0	2	1	1	6	7	2	2	4	1	0	0	10	7	1	0	0	0	0	3	8	7	6	1	0	1	3	1	10	2	4	2	1	3	1	0	0	9	4	7	2	0	0	0	0	0	10	4	3	1	0	0	0	2	0	8	0	4	0	0	2	0	0	3	0	4	0	0	0	0	0
237	Ceftriaxone	443	184	161	0	24	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	10	14	7	1	16	16	7	4	2	4	5	1	11	9	8	4	7	2	1	0	16	10	5	1	4	2	1	2	11	16	11	4	1	1	3	8	16	8	9	4	4	5	3	0	1	14	12	9	5	2	6	3	1	1	10	14	14	4	0	5	1	2	2	12	4	11	3	3	5	2	2	7	7	8	3	1	2	5	0
238	Imipenem	82	30	19	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	9	6	4	0	12	5	5	3	1	1	0	1	2	7	2	0	2	2	0	0	8	4	3	0	1	0	1	2	8	3	6	1	0	0	2	1	6	3	6	1	1	0	0	0	1	4	5	4	0	0	2	0	2	0	3	3	3	0	1	1	0	0	0	1	3	1	0	0	3	0	0	1	1	1	0	0	1	0	0
239	Cephalosporin C	163	241	49	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	11	6	9	0	14	8	7	2	0	2	1	3	4	11	3	1	5	1	0	0	12	5	2	0	1	0	0	2	8	6	12	2	0	1	5	3	9	3	10	1	1	4	0	1	1	9	2	8	1	0	3	0	4	0	7	4	8	1	0	0	0	3	0	6	1	8	1	1	2	1	0	6	2	5	0	0	2	2	2
240	Ceftriaxone	443	184	161	0	24	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	10	14	7	1	16	16	7	4	2	4	5	1	11	9	8	4	7	2	1	0	16	10	5	1	4	2	1	2	11	16	11	4	1	1	3	8	16	8	9	4	4	5	3	0	1	14	12	9	5	2	6	3	1	1	10	14	14	4	0	5	1	2	2	12	4	11	3	3	5	2	2	7	7	8	3	1	2	5	0
241	Cephaloridine	55	33	50	0	7	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	15	8	4	0	20	9	4	5	0	2	1	1	6	6	4	1	3	1	0	0	17	5	2	1	0	2	0	2	13	9	7	4	0	3	3	3	16	5	7	5	0	3	0	0	0	16	2	11	2	1	0	1	0	1	9	5	9	4	0	0	0	2	0	10	3	3	2	0	1	0	0	9	2	4	1	0	0	0	2
242	Imipenem	82	30	19	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	9	6	4	0	12	5	5	3	1	1	0	1	2	7	2	0	2	2	0	0	8	4	3	0	1	0	1	2	8	3	6	1	0	0	2	1	6	3	6	1	1	0	0	0	1	4	5	4	0	0	2	0	2	0	3	3	3	0	1	1	0	0	0	1	3	1	0	0	3	0	0	1	1	1	0	0	1	0	0
243	LY097964	148	64	66	0	8	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	9	9	5	0	13	11	5	3	1	2	3	1	7	8	4	3	4	1	0	0	11	7	3	1	3	1	1	1	7	10	9	1	1	1	3	5	9	4	5	3	2	5	1	0	0	9	5	5	3	1	2	1	1	1	5	8	7	2	0	0	1	2	1	7	3	4	2	1	3	0	0	5	3	3	2	0	2	2	0
244	Cefmetazole	260	52	86	0	20	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	8	9	6	3	13	10	6	5	3	3	3	1	7	6	6	1	4	5	1	2	12	10	5	0	0	1	1	1	9	12	9	6	0	1	3	6	13	7	6	2	3	3	3	2	2	9	9	9	4	2	4	3	0	1	6	10	7	5	0	7	0	2	0	7	3	1	2	3	5	0	3	4	7	4	0	2	2	0	0
245	Aztreonam	247	196	103	0	9	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	9	8	5	0	10	10	8	3	1	5	2	4	9	15	3	3	2	0	2	1	10	5	1	1	5	2	4	0	11	8	8	1	1	4	1	2	9	10	13	3	2	3	0	0	1	11	4	7	6	1	6	1	6	0	8	7	9	2	0	3	2	0	4	3	4	10	2	1	6	3	0	0	0	8	3	0	2	2	3
246	Ceftriaxone	443	184	161	0	24	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	10	14	7	1	16	16	7	4	2	4	5	1	11	9	8	4	7	2	1	0	16	10	5	1	4	2	1	2	11	16	11	4	1	1	3	8	16	8	9	4	4	5	3	0	1	14	12	9	5	2	6	3	1	1	10	14	14	4	0	5	1	2	2	12	4	11	3	3	5	2	2	7	7	8	3	1	2	5	0
247	Cephaloglycin	105	93	29	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	15	6	7	0	19	8	7	2	0	2	1	2	5	9	3	2	4	1	0	0	14	8	2	0	1	0	0	2	11	9	11	2	0	1	5	3	13	4	8	2	1	4	1	1	1	13	4	11	2	0	1	0	2	0	10	5	8	2	0	0	0	3	0	10	3	4	1	0	3	1	0	10	0	7	0	0	1	0	0
248	Ofloxacin	77	29	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	14	9	5	0	23	11	7	0	0	0	0	1	6	11	0	1	2	0	0	0	25	5	0	1	3	0	2	0	21	7	11	0	0	0	1	0	14	6	11	0	0	2	0	0	0	12	3	5	0	1	0	0	2	0	8	4	2	0	0	2	0	0	0	5	2	4	0	0	1	0	0	2	1	5	0	0	0	0	0
249	SCE-796	204	174	42	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	20	9	7	0	28	10	7	2	0	3	1	2	9	13	3	1	3	1	0	0	21	9	2	1	2	1	2	1	19	9	13	3	1	4	3	3	19	8	16	4	0	3	0	0	0	21	4	13	3	1	2	0	2	2	16	8	15	3	0	0	0	2	0	15	5	13	1	1	2	0	1	13	5	11	0	0	2	6	0
250	Cefamandole	229	60	60	0	4	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	14	8	5	3	20	9	6	3	3	2	3	1	7	8	6	1	4	3	1	0	14	9	3	0	0	1	0	1	10	12	10	4	0	1	3	5	14	9	6	2	2	3	2	1	2	12	9	9	3	2	4	3	0	0	11	9	9	3	0	6	0	2	0	11	3	5	2	2	2	2	1	9	3	5	1	2	0	0	1
251	Imipenem	82	30	19	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	9	6	4	0	12	5	5	3	1	1	0	1	2	7	2	0	2	2	0	0	8	4	3	0	1	0	1	2	8	3	6	1	0	0	2	1	6	3	6	1	1	0	0	0	1	4	5	4	0	0	2	0	2	0	3	3	3	0	1	1	0	0	0	1	3	1	0	0	3	0	0	1	1	1	0	0	1	0	0
252	Ceftizoxime	148	64	66	0	8	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	8	9	5	0	11	11	5	3	1	2	3	1	6	8	3	3	4	1	0	0	9	7	3	1	3	1	1	1	6	10	8	1	1	1	3	5	9	3	5	3	2	5	1	0	0	8	5	5	3	1	2	1	1	1	4	8	6	2	0	0	1	2	1	6	2	4	2	1	3	0	0	4	2	2	2	0	2	2	0
253	Cefazolin	228	33	77	0	12	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	8	10	4	4	12	13	4	4	3	2	4	1	7	5	7	2	4	2	0	0	10	9	5	1	1	1	0	1	7	10	5	6	2	3	3	5	11	8	4	2	2	3	3	0	1	7	11	6	4	2	3	3	0	2	6	9	5	3	2	5	2	2	1	6	8	3	1	1	3	0	1	3	7	4	1	1	2	0	0
254	Aztreonam	247	196	103	0	9	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	9	8	5	0	10	10	8	3	1	5	2	4	9	15	3	3	2	0	2	1	10	5	1	1	5	2	4	0	11	8	8	1	1	4	1	2	9	10	13	3	2	3	0	0	1	11	4	7	6	1	6	1	6	0	8	7	9	2	0	3	2	0	4	3	4	10	2	1	6	3	0	0	0	8	3	0	2	2	3
255	Ceftriaxone	443	184	161	0	24	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	10	14	7	1	16	16	7	4	2	4	5	1	11	9	8	4	7	2	1	0	16	10	5	1	4	2	1	2	11	16	11	4	1	1	3	8	16	8	9	4	4	5	3	0	1	14	12	9	5	2	6	3	1	1	10	14	14	4	0	5	1	2	2	12	4	11	3	3	5	2	2	7	7	8	3	1	2	5	0
256	Ofloxacin	77	29	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	14	9	5	0	23	11	7	0	0	0	0	1	6	11	0	1	2	0	0	0	25	5	0	1	3	0	2	0	21	7	11	0	0	0	1	0	14	6	11	0	0	2	0	0	0	12	3	5	0	1	0	0	2	0	8	4	2	0	0	2	0	0	0	5	2	4	0	0	1	0	0	2	1	5	0	0	0	0	0
257	BL-S217	129	93	78	0	6	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	12	8	7	0	17	8	7	5	0	2	1	2	3	8	5	1	3	2	0	1	15	4	3	0	1	1	0	2	9	7	11	5	0	1	5	3	12	5	8	1	0	3	1	1	2	13	1	10	3	1	2	0	2	0	8	5	9	4	0	0	0	3	0	8	5	3	3	0	1	1	2	13	0	4	0	1	1	0	1
258	LY097964	148	64	66	0	8	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	9	9	5	0	13	11	5	3	1	2	3	1	7	8	4	3	4	1	0	0	11	7	3	1	3	1	1	1	7	10	9	1	1	1	3	5	9	4	5	3	2	5	1	0	0	9	5	5	3	1	2	1	1	1	5	8	7	2	0	0	1	2	1	7	3	4	2	1	3	0	0	5	3	3	2	0	2	2	0
259	Cefacetrile	111	93	29	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	9	6	7	0	11	7	7	2	0	2	1	2	4	9	3	1	3	1	0	0	11	3	2	1	2	0	0	2	8	5	9	2	0	1	5	3	7	5	7	2	0	3	0	1	1	8	0	9	0	1	2	1	2	0	4	3	6	0	0	0	0	3	0	2	3	3	0	0	1	1	0	2	1	3	0	0	2	0	0
260	Ceftriaxone	443	184	161	0	24	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	10	14	7	1	16	16	7	4	2	4	5	1	11	9	8	4	7	2	1	0	16	10	5	1	4	2	1	2	11	16	11	4	1	1	3	8	16	8	9	4	4	5	3	0	1	14	12	9	5	2	6	3	1	1	10	14	14	4	0	5	1	2	2	12	4	11	3	3	5	2	2	7	7	8	3	1	2	5	0
261	LY097964	148	64	66	0	8	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	9	9	5	0	13	11	5	3	1	2	3	1	7	8	4	3	4	1	0	0	11	7	3	1	3	1	1	1	7	10	9	1	1	1	3	5	9	4	5	3	2	5	1	0	0	9	5	5	3	1	2	1	1	1	5	8	7	2	0	0	1	2	1	7	3	4	2	1	3	0	0	5	3	3	2	0	2	2	0
262	Nocardicin B	294	380	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	21	7	9	0	25	10	12	0	0	2	0	2	6	15	0	2	6	0	0	0	20	9	0	0	2	0	1	0	19	10	16	0	0	1	5	0	19	6	14	0	1	5	0	0	0	16	8	13	0	0	2	0	5	0	13	8	15	0	0	0	0	3	0	14	6	13	0	0	3	0	0	16	5	12	0	1	1	3	0
263	Cefacetrile	111	93	29	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	9	6	7	0	11	7	7	2	0	2	1	2	4	9	3	1	3	1	0	0	11	3	2	1	2	0	0	2	8	5	9	2	0	1	5	3	7	5	7	2	0	3	0	1	1	8	0	9	0	1	2	1	2	0	4	3	6	0	0	0	0	3	0	2	3	3	0	0	1	1	0	2	1	3	0	0	2	0	0
264	Cefuroxime	193	207	43	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	11	7	10	0	15	9	9	2	0	4	1	2	5	12	3	2	5	1	0	0	14	8	2	0	3	0	3	2	8	11	17	2	0	1	5	3	13	3	11	1	2	4	2	1	1	12	5	8	1	0	5	0	4	2	5	7	12	3	0	1	0	3	0	10	1	7	0	1	3	1	0	8	1	7	0	0	1	4	0
265	Penicillin N	109	121	37	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	11	6	6	0	13	8	6	4	0	2	1	2	4	8	2	1	5	1	0	0	10	5	1	0	0	0	0	3	6	6	8	1	0	1	3	1	8	2	6	1	1	3	0	0	0	8	2	6	1	0	2	0	2	0	7	3	5	1	0	0	0	2	0	5	1	7	1	1	1	0	0	5	2	2	0	0	2	2	2
266	Penicillin N	109	121	37	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	11	6	6	0	13	8	6	4	0	2	1	2	4	8	2	1	5	1	0	0	10	5	1	0	0	0	0	3	6	6	8	1	0	1	3	1	8	2	6	1	1	3	0	0	0	8	2	6	1	0	2	0	2	0	7	3	5	1	0	0	0	2	0	5	1	7	1	1	1	0	0	5	2	2	0	0	2	2	2
267	Cefuroxime	193	207	43	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	11	7	10	0	15	9	9	2	0	4	1	2	5	12	3	2	5	1	0	0	14	8	2	0	3	0	3	2	8	11	17	2	0	1	5	3	13	3	11	1	2	4	2	1	1	12	5	8	1	0	5	0	4	2	5	7	12	3	0	1	0	3	0	10	1	7	0	1	3	1	0	8	1	7	0	0	1	4	0
268	Cephaloridine	55	33	50	0	7	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	15	8	4	0	20	9	4	5	0	2	1	1	6	6	4	1	3	1	0	0	17	5	2	1	0	2	0	2	13	9	7	4	0	3	3	3	16	5	7	5	0	3	0	0	0	16	2	11	2	1	0	1	0	1	9	5	9	4	0	0	0	2	0	10	3	3	2	0	1	0	0	9	2	4	1	0	0	0	2
269	Cefoxitin	107	128	93	0	7	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	11	6	9	0	16	6	7	5	0	5	1	2	5	10	4	1	4	1	1	1	13	6	3	0	1	1	1	3	10	8	15	3	0	1	5	3	13	3	9	3	1	3	1	3	2	12	3	12	2	0	3	1	3	1	7	4	9	4	0	1	0	3	0	9	0	3	2	1	2	2	0	6	2	6	1	0	0	0	2
270	Cefoxitin	107	128	93	0	7	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	11	6	9	0	16	6	7	5	0	5	1	2	5	10	4	1	4	1	1	1	13	6	3	0	1	1	1	3	10	8	15	3	0	1	5	3	13	3	9	3	1	3	1	3	2	12	3	12	2	0	3	1	3	1	7	4	9	4	0	1	0	3	0	9	0	3	2	1	2	2	0	6	2	6	1	0	0	0	2
271	LY097964	148	64	66	0	8	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	9	9	5	0	13	11	5	3	1	2	3	1	7	8	4	3	4	1	0	0	11	7	3	1	3	1	1	1	7	10	9	1	1	1	3	5	9	4	5	3	2	5	1	0	0	9	5	5	3	1	2	1	1	1	5	8	7	2	0	0	1	2	1	7	3	4	2	1	3	0	0	5	3	3	2	0	2	2	0
272	Nocardicin B	294	380	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	21	7	9	0	25	10	12	0	0	2	0	2	6	15	0	2	6	0	0	0	20	9	0	0	2	0	1	0	19	10	16	0	0	1	5	0	19	6	14	0	1	5	0	0	0	16	8	13	0	0	2	0	5	0	13	8	15	0	0	0	0	3	0	14	6	13	0	0	3	0	0	16	5	12	0	1	1	3	0
273	Ceftizoxime	148	64	66	0	8	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	8	9	5	0	11	11	5	3	1	2	3	1	6	8	3	3	4	1	0	0	9	7	3	1	3	1	1	1	6	10	8	1	1	1	3	5	9	3	5	3	2	5	1	0	0	8	5	5	3	1	2	1	1	1	4	8	6	2	0	0	1	2	1	6	2	4	2	1	3	0	0	4	2	2	2	0	2	2	0
274	Piperacillin	216	170	46	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	17	13	7	0	25	13	6	4	1	6	1	1	8	13	2	3	6	1	1	0	17	15	1	0	1	0	1	3	17	12	11	1	2	5	5	1	23	9	13	1	1	3	1	0	0	21	13	18	3	0	1	0	1	0	26	7	9	2	2	4	1	4	1	23	9	14	3	0	2	0	0	17	9	15	2	0	1	1	1
275	Aztreonam	247	196	103	0	9	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	9	8	5	0	10	10	8	3	1	5	2	4	9	15	3	3	2	0	2	1	10	5	1	1	5	2	4	0	11	8	8	1	1	4	1	2	9	10	13	3	2	3	0	0	1	11	4	7	6	1	6	1	6	0	8	7	9	2	0	3	2	0	4	3	4	10	2	1	6	3	0	0	0	8	3	0	2	2	3
276	Cefoxitin	107	128	93	0	7	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	11	6	9	0	16	6	7	5	0	5	1	2	5	10	4	1	4	1	1	1	13	6	3	0	1	1	1	3	10	8	15	3	0	1	5	3	13	3	9	3	1	3	1	3	2	12	3	12	2	0	3	1	3	1	7	4	9	4	0	1	0	3	0	9	0	3	2	1	2	2	0	6	2	6	1	0	0	0	2
277	Ceftriaxone	443	184	161	0	24	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	10	14	7	1	16	16	7	4	2	4	5	1	11	9	8	4	7	2	1	0	16	10	5	1	4	2	1	2	11	16	11	4	1	1	3	8	16	8	9	4	4	5	3	0	1	14	12	9	5	2	6	3	1	1	10	14	14	4	0	5	1	2	2	12	4	11	3	3	5	2	2	7	7	8	3	1	2	5	0
278	Cefacetrile	111	93	29	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	9	6	7	0	11	7	7	2	0	2	1	2	4	9	3	1	3	1	0	0	11	3	2	1	2	0	0	2	8	5	9	2	0	1	5	3	7	5	7	2	0	3	0	1	1	8	0	9	0	1	2	1	2	0	4	3	6	0	0	0	0	3	0	2	3	3	0	0	1	1	0	2	1	3	0	0	2	0	0
