No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES20_Isol	WHALES30_Isol	WHALES40_Isol	WHALES50_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES70_IR	WHALES80_IR	WHALES90_IR	WHALES100_IR
438	Sulbenicillin	-2.717	-2.181	-1.794	-1.489	-1.244	-0.998	-0.704	0.46	0.584	0.765	1.291	-0.381	-0.216	-0.181	-0.121	-0.09	-0.08	-0.041	0.049	0.119	0.151	0.238	-0.445	-0.194	-0.163	-0.113	-0.09	-0.041	0.061	0.154	0.216	0.536
439	Piperacillin	-3.309	-2.282	-1.671	-1.323	-1.09	-0.686	-0.505	0.602	0.822	1.254	2.319	-0.265	-0.222	-0.151	-0.099	-0.08	-0.056	-0.025	0.085	0.137	0.161	0.25	-0.496	-0.211	-0.159	-0.078	-0.05	-0.034	0.072	0.131	0.266	0.48
440	Cephaloglycin	-3.374	-2.219	-1.513	-1.444	-1.023	-0.646	0.422	0.621	0.818	1.061	1.707	-0.291	-0.22	-0.188	-0.146	-0.139	-0.099	0.037	0.073	0.106	0.214	0.253	-0.517	-0.205	-0.159	-0.113	-0.088	-0.057	0.088	0.16	0.239	0.508
441	Cephalexin	-2.951	-2.239	-1.876	-1.529	-1.047	-0.95	-0.679	0.497	0.617	0.817	2.029	-0.398	-0.253	-0.224	-0.189	-0.157	-0.126	-0.103	0.042	0.124	0.149	0.261	-0.417	-0.278	-0.187	-0.155	-0.127	-0.073	0.049	0.131	0.252	0.437
442	Cephaloridine	-2.883	-1.996	-1.573	-1.018	-0.777	0.414	0.648	0.795	1.129	1.404	3.129	-0.362	-0.282	-0.186	-0.13	-0.092	0.028	0.076	0.086	0.141	0.182	0.299	-0.6	-0.221	-0.143	-0.117	-0.058	0.02	0.088	0.166	0.295	0.497
443	Ampicillin	-4.444	-2.812	-2.34	-1.724	-1.314	-0.835	-0.58	0.301	0.563	0.88	1.237	-0.348	-0.296	-0.23	-0.196	-0.174	-0.156	-0.105	0.077	0.129	0.215	0.272	-0.366	-0.228	-0.171	-0.133	-0.113	-0.083	0.089	0.144	0.3	0.906
444	Cefotaxime	-2.123	-1.491	-1.079	-0.841	-0.535	0.402	0.608	0.678	0.832	1.348	2.695	-0.214	-0.142	-0.116	-0.087	-0.052	0.037	0.077	0.1	0.106	0.117	0.143	-0.363	-0.147	-0.135	-0.079	-0.045	0.032	0.106	0.143	0.162	0.244
445	Cefoxitin	-4.992	-2.494	-1.473	-1.084	-0.882	-0.44	0.474	0.585	0.814	1.208	2.54	-0.3	-0.206	-0.175	-0.151	-0.114	-0.093	0.105	0.123	0.136	0.157	0.261	-0.528	-0.192	-0.143	-0.113	-0.072	-0.033	0.142	0.172	0.257	0.352
446	Cefotaxime	-1.754	-1.458	-1.266	-0.763	-0.566	0.355	0.591	0.694	0.859	1.216	3.168	-0.239	-0.13	-0.101	-0.089	-0.063	0.036	0.047	0.067	0.079	0.122	0.211	-0.394	-0.158	-0.122	-0.073	-0.045	0.026	0.072	0.1	0.162	0.732
447	Cefotaxime	-1.956	-1.544	-1.082	-0.87	-0.623	0.488	0.586	0.686	0.923	1.395	2.534	-0.247	-0.182	-0.12	-0.082	-0.07	0.07	0.081	0.092	0.115	0.14	0.196	-0.3	-0.211	-0.124	-0.092	-0.05	0.03	0.107	0.155	0.179	0.327
448	Cefmetazole	-2.716	-2.061	-1.36	-1.052	-0.739	-0.416	0.541	0.653	1.167	1.532	2.44	-0.185	-0.145	-0.087	-0.076	-0.059	-0.037	0.062	0.085	0.117	0.17	0.224	-0.281	-0.168	-0.09	-0.062	-0.035	-0.017	0.092	0.127	0.198	0.294
449	Carbenicillin	-3.149	-2.478	-1.708	-1.451	-1.177	-0.977	-0.532	0.367	0.579	0.869	1.393	-0.257	-0.182	-0.162	-0.147	-0.134	-0.095	-0.074	0.075	0.124	0.23	0.308	-0.344	-0.195	-0.146	-0.108	-0.078	-0.056	0.064	0.146	0.388	0.935
450	Piperacillin	-4.066	-2.648	-1.955	-1.234	-0.982	-0.75	-0.415	0.561	0.75	1.153	1.723	-0.246	-0.152	-0.112	-0.104	-0.082	-0.054	-0.024	0.042	0.064	0.092	0.18	-0.239	-0.176	-0.114	-0.074	-0.054	-0.026	0.034	0.109	0.119	0.24
451	Cefotaxime	-1.844	-1.414	-1.107	-0.785	-0.595	0.372	0.66	0.7	0.914	1.264	3.435	-0.228	-0.116	-0.094	-0.077	-0.064	0.028	0.041	0.076	0.087	0.108	0.211	-0.402	-0.183	-0.107	-0.06	-0.043	0.019	0.066	0.093	0.146	0.618
452	Sulbenicillin	-3.031	-2.613	-2.035	-1.604	-1.253	-0.949	-0.61	0.384	0.589	0.781	1.509	-0.366	-0.267	-0.189	-0.158	-0.142	-0.123	-0.065	0.084	0.14	0.187	0.245	-0.43	-0.289	-0.173	-0.116	-0.09	-0.072	0.07	0.223	0.252	0.697
453	Nalidixic acid	-3.44	-1.994	-1.618	-1.213	-0.928	-0.799	0.404	0.493	0.546	0.885	2.025	-0.394	-0.266	-0.097	-0.087	-0.069	-0.035	0.066	0.076	0.103	0.125	0.146	-0.359	-0.118	-0.091	-0.065	-0.048	-0.025	0.131	0.171	0.236	0.468
454	Ampicillin	-3.231	-2.529	-2.283	-1.586	-1.239	-0.8	-0.576	0.27	0.529	0.758	1.516	-0.318	-0.273	-0.226	-0.186	-0.171	-0.137	-0.114	0.064	0.151	0.177	0.245	-0.347	-0.264	-0.193	-0.148	-0.114	-0.077	0.106	0.146	0.367	0.975
455	Nalidixic acid	-10.282	-1.739	-1.397	-1.135	-0.86	-0.628	0.375	0.463	0.49	0.741	1.646	-0.328	-0.215	-0.078	-0.071	-0.065	-0.031	0.073	0.095	0.113	0.132	0.189	-0.244	-0.121	-0.065	-0.05	-0.037	-0.032	0.136	0.232	0.278	0.758
456	Penicillin N	-2.942	-2.064	-1.576	-1.106	-0.776	-0.54	0.608	0.706	0.906	1.237	1.842	-0.402	-0.138	-0.119	-0.113	-0.072	-0.038	0.06	0.125	0.139	0.178	0.199	-0.313	-0.158	-0.099	-0.081	-0.056	-0.025	0.122	0.187	0.259	0.302
457	Cephaloglycin	-2.518	-2.153	-1.463	-1.131	-1.017	-0.632	0.471	0.59	0.728	1.276	3.125	-0.283	-0.192	-0.169	-0.151	-0.112	-0.091	0.06	0.077	0.118	0.164	0.246	-0.395	-0.197	-0.129	-0.098	-0.075	-0.063	0.08	0.136	0.228	0.293
458	Cefotaxime	-1.67	-1.544	-1.167	-0.864	-0.518	0.372	0.581	0.649	0.84	1.211	2.94	-0.214	-0.161	-0.092	-0.084	-0.063	0.036	0.056	0.073	0.098	0.113	0.17	-0.446	-0.159	-0.106	-0.084	-0.051	0.015	0.09	0.144	0.17	0.46
459	Ceftriaxone	-2.133	-1.604	-1.235	-0.96	-0.872	-0.617	0.411	0.715	0.939	1.274	1.846	-0.185	-0.154	-0.118	-0.092	-0.079	-0.048	0.042	0.073	0.101	0.151	0.2	-0.223	-0.171	-0.129	-0.107	-0.047	-0.034	0.069	0.11	0.239	0.42
460	Nalidixic acid	-6.164	-1.829	-1.6	-1.31	-0.93	-0.82	0.378	0.502	0.529	0.922	2.678	-0.328	-0.236	-0.102	-0.09	-0.057	-0.032	0.052	0.081	0.109	0.127	0.162	-0.285	-0.107	-0.078	-0.056	-0.042	-0.018	0.112	0.188	0.261	0.58
461	Carbenicillin	-3.436	-2.974	-2.116	-1.731	-1.124	-0.941	-0.534	0.34	0.682	0.781	1.157	-0.284	-0.217	-0.197	-0.172	-0.164	-0.102	-0.046	0.05	0.14	0.173	0.248	-0.446	-0.212	-0.146	-0.094	-0.082	-0.057	0.066	0.167	0.377	0.842
462	Cephalothin	-4.133	-2.233	-1.227	-1.095	-0.901	-0.013	0.46	0.77	0.848	1.034	1.856	-0.249	-0.175	-0.095	-0.09	-0.067	-0.003	0.045	0.082	0.115	0.16	0.203	-0.55	-0.157	-0.076	-0.053	-0.027	0.001	0.093	0.101	0.23	0.671
463	Piperacillin	-3.481	-2.283	-1.624	-1.296	-1.166	-0.761	-0.504	0.623	0.894	1.24	1.902	-0.3	-0.204	-0.166	-0.116	-0.088	-0.058	-0.039	0.077	0.098	0.187	0.293	-0.374	-0.273	-0.172	-0.071	-0.054	-0.03	0.052	0.118	0.249	0.52
464	Penicillin N	-2.35	-1.622	-1.224	-1.157	-0.976	-0.609	0.547	0.813	0.903	1.095	1.692	-0.353	-0.24	-0.161	-0.138	-0.102	-0.067	0.08	0.099	0.147	0.2	0.289	-0.653	-0.204	-0.167	-0.111	-0.081	-0.041	0.108	0.174	0.245	0.328
465	Cefoxitin	-2.692	-1.795	-1.548	-1.298	-0.895	-0.561	0.549	0.662	0.957	1.348	1.97	-0.336	-0.29	-0.189	-0.163	-0.107	-0.075	0.081	0.095	0.124	0.145	0.269	-0.471	-0.274	-0.125	-0.118	-0.082	-0.05	0.106	0.177	0.187	0.267
466	Cefamandole	-2.066	-1.777	-1.594	-1.432	-0.967	-0.766	-0.55	0.463	0.701	1.316	2.713	-0.263	-0.184	-0.11	-0.086	-0.073	-0.061	-0.052	0.053	0.098	0.116	0.215	-0.375	-0.169	-0.115	-0.078	-0.056	-0.042	0.055	0.081	0.2	0.296
467	Carbenicillin	-3.257	-2.596	-1.852	-1.551	-1.196	-0.924	-0.559	0.325	0.576	0.829	1.164	-0.251	-0.206	-0.178	-0.168	-0.146	-0.129	-0.059	0.079	0.15	0.18	0.268	-0.469	-0.187	-0.143	-0.12	-0.091	-0.069	0.086	0.197	0.348	0.945
468	Sulbenicillin	-3.026	-2.421	-1.882	-1.51	-1.182	-1.019	-0.676	0.458	0.573	0.78	1.635	-0.42	-0.207	-0.168	-0.157	-0.119	-0.1	-0.063	0.091	0.156	0.174	0.277	-0.553	-0.223	-0.125	-0.112	-0.099	-0.063	0.074	0.183	0.292	0.638
469	Ceftriaxone	-2.538	-1.815	-1.427	-1.02	-0.881	-0.578	0.415	0.718	0.917	1.421	2.265	-0.241	-0.151	-0.127	-0.093	-0.07	-0.049	0.053	0.072	0.098	0.133	0.204	-0.394	-0.179	-0.118	-0.082	-0.064	-0.029	0.055	0.152	0.203	0.4
470	Cefotaxime	-2.138	-1.408	-1.008	-0.803	-0.63	0.45	0.57	0.652	0.824	1.378	2.653	-0.184	-0.127	-0.095	-0.086	-0.052	0.018	0.077	0.09	0.102	0.119	0.149	-0.234	-0.161	-0.101	-0.074	-0.041	0.019	0.116	0.143	0.218	0.258
471	Penicillin N	-2.412	-1.621	-1.381	-1.16	-0.929	-0.582	0.534	0.761	0.91	1.171	1.765	-0.355	-0.215	-0.154	-0.127	-0.101	-0.065	0.071	0.108	0.135	0.222	0.306	-0.594	-0.201	-0.139	-0.12	-0.078	-0.04	0.109	0.193	0.289	0.329
472	Nocardicin B	-1.997	-1.472	-1.13	-0.947	-0.783	-0.682	-0.316	0.649	0.804	0.913	1.146	-0.214	-0.123	-0.084	-0.071	-0.059	-0.051	-0.029	0.058	0.084	0.112	0.191	-0.219	-0.167	-0.104	-0.085	-0.059	-0.037	0.08	0.105	0.132	0.208
473	Cefotaxime	-1.763	-1.579	-1.293	-0.957	-0.467	0.38	0.57	0.62	0.865	1.179	2.931	-0.212	-0.136	-0.11	-0.077	-0.037	0.041	0.081	0.089	0.103	0.13	0.159	-0.387	-0.182	-0.091	-0.063	-0.031	0.027	0.129	0.159	0.175	0.249
474	Ampicillin	-4.769	-2.837	-2.059	-1.755	-1.208	-0.936	-0.519	0.29	0.598	0.801	1.126	-0.327	-0.257	-0.252	-0.195	-0.141	-0.121	-0.065	0.044	0.119	0.139	0.324	-0.251	-0.188	-0.149	-0.116	-0.086	-0.071	0.07	0.152	0.201	1.198
475	Cefotaxime	-2.292	-1.545	-1.044	-0.883	-0.607	0.331	0.502	0.641	0.894	1.298	2.375	-0.186	-0.125	-0.097	-0.073	-0.06	0.05	0.063	0.077	0.096	0.12	0.171	-0.273	-0.143	-0.099	-0.062	-0.046	0.045	0.098	0.14	0.167	0.385
476	Cephalothin	-3.108	-2.088	-1.195	-1.017	-0.953	-0.051	0.478	0.789	0.978	1.1	1.999	-0.341	-0.231	-0.193	-0.158	-0.118	-0.031	0.093	0.106	0.146	0.174	0.199	-0.337	-0.199	-0.19	-0.121	-0.099	-0.016	0.103	0.121	0.306	0.657
477	LY097964	-3.128	-1.638	-1.261	-0.833	-0.746	-0.561	0.456	0.591	0.837	1.141	2.372	-0.261	-0.134	-0.09	-0.082	-0.061	-0.029	0.052	0.093	0.11	0.137	0.193	-0.469	-0.19	-0.105	-0.071	-0.052	-0.018	0.09	0.161	0.229	0.456
478	Cephalexin	-3.336	-2.565	-2.108	-1.432	-1.062	-0.859	-0.622	0.45	0.584	0.871	2.585	-0.337	-0.266	-0.225	-0.196	-0.182	-0.133	-0.1	0.043	0.123	0.144	0.306	-0.371	-0.294	-0.212	-0.165	-0.102	-0.078	0.044	0.141	0.209	0.688
479	Ceftriaxone	-2.21	-1.49	-1.043	-0.962	-0.846	-0.574	0.386	0.652	0.807	1.182	2.057	-0.173	-0.145	-0.132	-0.086	-0.068	-0.037	0.037	0.078	0.106	0.123	0.186	-0.481	-0.166	-0.133	-0.083	-0.052	-0.03	0.084	0.106	0.188	0.479
480	Sulbenicillin	-3.461	-2.543	-1.742	-1.447	-1.267	-1.057	-0.606	0.389	0.583	0.669	1.256	-0.354	-0.195	-0.192	-0.178	-0.151	-0.115	-0.079	0.095	0.127	0.17	0.245	-0.504	-0.235	-0.188	-0.136	-0.098	-0.066	0.087	0.213	0.297	0.538
481	Moxalactam	-2.041	-1.781	-1.203	-1.056	-0.862	-0.686	-0.329	0.552	0.715	1.353	3.112	-0.244	-0.128	-0.1	-0.091	-0.081	-0.064	-0.018	0.053	0.076	0.107	0.159	-0.498	-0.145	-0.118	-0.097	-0.084	-0.045	0.034	0.11	0.165	0.283
482	Nalidixic acid	-9.044	-1.784	-1.572	-1.153	-0.906	-0.664	0.382	0.474	0.493	0.793	1.725	-0.319	-0.224	-0.092	-0.08	-0.063	-0.033	0.063	0.08	0.109	0.144	0.163	-0.264	-0.121	-0.066	-0.059	-0.037	-0.024	0.139	0.221	0.292	0.629
483	Cephalothin	-3.732	-2.604	-1.657	-0.922	-0.786	-0.047	0.641	0.765	0.952	1.404	1.923	-0.261	-0.212	-0.192	-0.18	-0.106	-0.006	0.108	0.116	0.121	0.147	0.263	-0.271	-0.241	-0.174	-0.081	-0.054	0	0.122	0.137	0.185	0.266
484	Cephalothin	-2.638	-2.519	-1.968	-0.991	-0.8	-0.024	0.68	0.839	0.9	1.152	2.007	-0.326	-0.257	-0.17	-0.147	-0.121	-0.025	0.076	0.113	0.191	0.219	0.304	-0.384	-0.211	-0.154	-0.104	-0.074	-0.013	0.114	0.187	0.255	0.567
485	Cefamandole	-2.894	-2.046	-1.657	-1.538	-1.14	-0.949	-0.407	0.516	0.753	1.09	2.803	-0.272	-0.21	-0.184	-0.136	-0.12	-0.11	-0.093	0.093	0.135	0.147	0.23	-0.886	-0.229	-0.137	-0.096	-0.072	-0.064	0.06	0.147	0.192	0.523
486	Cefotaxime	-2.157	-1.338	-1.042	-0.875	-0.575	0.43	0.585	0.661	0.868	1.356	2.597	-0.158	-0.112	-0.097	-0.086	-0.059	0.023	0.062	0.085	0.101	0.13	0.145	-0.285	-0.148	-0.098	-0.062	-0.045	0.02	0.104	0.146	0.219	0.321
487	Cefmetazole	-2.292	-1.698	-1.398	-1.15	-0.741	-0.479	0.492	0.705	1.294	1.438	2.459	-0.233	-0.166	-0.139	-0.125	-0.104	-0.083	0.082	0.124	0.143	0.158	0.276	-0.336	-0.177	-0.129	-0.1	-0.073	-0.054	0.09	0.164	0.227	0.345
488	Cefmetazole	-2.335	-1.73	-1.468	-1.07	-0.775	-0.497	0.46	0.757	1.167	1.641	2.115	-0.341	-0.203	-0.132	-0.108	-0.063	-0.02	0.063	0.079	0.098	0.152	0.286	-0.348	-0.232	-0.169	-0.09	-0.047	-0.01	0.079	0.121	0.189	0.334
489	Ampicillin	-3.434	-2.872	-2.33	-1.523	-1.152	-0.928	-0.609	0.465	0.606	0.793	1.693	-0.244	-0.204	-0.193	-0.182	-0.159	-0.146	-0.092	0.045	0.096	0.14	0.284	-0.389	-0.258	-0.186	-0.139	-0.083	-0.067	0.053	0.135	0.166	0.577
490	Nalidixic acid	-3.91	-1.988	-1.56	-1.228	-0.925	-0.736	0.396	0.489	0.535	0.819	1.911	-0.281	-0.237	-0.092	-0.081	-0.065	-0.03	0.062	0.077	0.108	0.129	0.165	-0.289	-0.111	-0.068	-0.061	-0.044	-0.025	0.123	0.201	0.243	0.597
491	Cefotaxime	-2.271	-1.372	-1.069	-0.878	-0.596	0.36	0.565	0.683	0.83	1.386	1.841	-0.153	-0.117	-0.102	-0.075	-0.048	0.055	0.067	0.087	0.107	0.125	0.14	-0.324	-0.14	-0.083	-0.057	-0.039	0.036	0.114	0.146	0.216	0.328
492	Ceftizoxime	-2.895	-1.573	-1.171	-1.003	-0.687	-0.562	0.502	0.679	0.855	1.141	2.393	-0.247	-0.156	-0.107	-0.077	-0.061	-0.024	0.049	0.094	0.112	0.152	0.225	-0.322	-0.19	-0.106	-0.067	-0.038	-0.019	0.068	0.189	0.222	0.454
493	Nalidixic acid	-5.248	-2.653	-2.339	-1.125	-0.913	-0.663	0.363	0.513	0.522	1.09	2.289	-0.288	-0.215	-0.127	-0.09	-0.08	-0.032	0.061	0.124	0.136	0.167	0.209	-0.321	-0.11	-0.083	-0.083	-0.039	-0.011	0.2	0.264	0.355	0.733
494	Cefmetazole	-2.162	-1.64	-1.371	-1.268	-0.808	-0.485	0.488	0.729	1.221	1.905	2.141	-0.311	-0.27	-0.152	-0.117	-0.092	-0.069	0.062	0.095	0.118	0.183	0.363	-0.424	-0.185	-0.135	-0.109	-0.082	-0.051	0.079	0.174	0.221	0.526
495	Cefaclor	-3.986	-2.664	-2.021	-1.298	-1.158	-0.816	-0.442	0.549	0.614	0.886	2.55	-0.337	-0.238	-0.212	-0.181	-0.138	-0.112	-0.07	0.095	0.15	0.201	0.258	-0.284	-0.254	-0.192	-0.158	-0.09	-0.044	0.078	0.186	0.33	0.769
496	Ampicillin	-3.074	-2.399	-1.989	-1.489	-1.118	-0.926	-0.64	0.454	0.562	0.806	1.266	-0.317	-0.248	-0.222	-0.2	-0.166	-0.146	-0.11	0.035	0.091	0.118	0.312	-0.321	-0.264	-0.2	-0.175	-0.103	-0.073	0.043	0.123	0.147	0.637
497	Piperacillin	-2.722	-2.18	-1.68	-1.282	-1.09	-0.721	-0.5	0.641	0.738	1.256	2.021	-0.229	-0.188	-0.131	-0.117	-0.066	-0.057	-0.03	0.064	0.101	0.133	0.192	-0.367	-0.222	-0.138	-0.059	-0.049	-0.027	0.057	0.12	0.188	0.332
498	Nocardicin B	-1.576	-1.317	-1.011	-0.892	-0.729	-0.589	-0.394	0.674	0.777	0.829	1.244	-0.197	-0.117	-0.064	-0.056	-0.043	-0.031	-0.013	0.027	0.065	0.099	0.138	-0.206	-0.138	-0.092	-0.079	-0.042	-0.029	0.033	0.095	0.119	0.276
499	Nalidixic acid	-19.402	-1.637	-1.211	-0.956	-0.864	-0.613	0.345	0.484	0.509	0.873	2.109	-0.407	-0.195	-0.098	-0.089	-0.055	-0.028	0.047	0.068	0.091	0.113	0.146	-0.425	-0.124	-0.098	-0.051	-0.028	-0.018	0.105	0.172	0.238	0.491
500	Nocardicin B	-2.686	-1.402	-1.066	-0.858	-0.775	-0.619	-0.49	0.641	0.664	0.859	1.687	-0.187	-0.075	-0.066	-0.061	-0.052	-0.046	-0.011	0.037	0.063	0.075	0.091	-0.157	-0.127	-0.094	-0.064	-0.044	-0.032	0.044	0.084	0.119	0.141
501	Nalidixic acid	-16.132	-1.655	-1.28	-1.044	-0.811	-0.726	0.346	0.475	0.479	0.846	1.865	-0.388	-0.213	-0.088	-0.086	-0.055	-0.029	0.053	0.075	0.105	0.124	0.16	-0.363	-0.122	-0.084	-0.047	-0.031	-0.022	0.117	0.209	0.282	0.564
502	Piperacillin	-4.396	-2.492	-1.932	-1.238	-1.023	-0.782	-0.412	0.573	0.76	1.144	1.91	-0.228	-0.148	-0.122	-0.101	-0.082	-0.043	-0.015	0.039	0.069	0.106	0.212	-0.226	-0.18	-0.103	-0.084	-0.049	-0.024	0.043	0.084	0.127	0.289
503	LY097964	-2.917	-1.855	-1.292	-0.934	-0.721	-0.528	0.585	0.628	0.951	1.278	2.139	-0.281	-0.202	-0.155	-0.103	-0.078	-0.036	0.08	0.111	0.134	0.195	0.232	-0.39	-0.264	-0.12	-0.082	-0.062	-0.032	0.137	0.165	0.223	0.327
504	LY097964	-2.81	-1.667	-1.277	-0.954	-0.725	-0.555	0.547	0.673	0.961	1.507	1.998	-0.267	-0.184	-0.151	-0.102	-0.071	-0.037	0.082	0.102	0.123	0.166	0.19	-0.369	-0.199	-0.109	-0.081	-0.06	-0.035	0.116	0.166	0.193	0.338
505	Cefotaxime	-1.92	-1.464	-1.149	-0.985	-0.584	0.336	0.531	0.63	0.934	1.106	3.905	-0.197	-0.14	-0.117	-0.094	-0.067	0.067	0.083	0.091	0.108	0.131	0.151	-0.346	-0.186	-0.12	-0.07	-0.064	0.036	0.144	0.173	0.223	0.419
506	Cefuroxime	-2.264	-1.589	-1.316	-1.072	-0.705	-0.4	0.538	0.705	0.791	1.076	3.239	-0.254	-0.182	-0.131	-0.095	-0.063	-0.022	0.059	0.088	0.137	0.155	0.211	-0.316	-0.223	-0.116	-0.079	-0.038	-0.013	0.094	0.144	0.211	0.5
507	Nalidixic acid	-18.521	-1.642	-1.294	-0.96	-0.807	-0.638	0.337	0.475	0.477	0.831	1.7	-0.358	-0.21	-0.091	-0.086	-0.063	-0.031	0.052	0.081	0.092	0.119	0.146	-0.341	-0.137	-0.087	-0.061	-0.03	-0.017	0.132	0.19	0.252	0.541
508	Cephalothin	-3.453	-2.487	-1.147	-1.095	-0.761	-0.051	0.682	0.771	0.889	1.49	2.079	-0.311	-0.236	-0.169	-0.147	-0.115	-0.003	0.096	0.112	0.119	0.137	0.182	-0.38	-0.207	-0.14	-0.086	-0.054	-0.009	0.116	0.148	0.175	0.29
509	Ceftazidime	-2.854	-1.806	-0.975	-0.786	-0.7	0.297	0.544	0.756	1.099	1.431	2.061	-0.217	-0.148	-0.134	-0.095	-0.072	0.053	0.071	0.086	0.126	0.145	0.189	-0.246	-0.195	-0.134	-0.103	-0.05	0.036	0.104	0.143	0.2	0.32
510	Cefaclor	-3.279	-2.43	-1.772	-1.436	-1.082	-0.835	-0.536	0.535	0.647	0.829	2.174	-0.329	-0.219	-0.186	-0.153	-0.143	-0.119	-0.1	0.107	0.127	0.162	0.25	-0.283	-0.262	-0.162	-0.138	-0.096	-0.057	0.089	0.174	0.268	0.392
511	Piperacillin	-3.962	-2.474	-1.509	-1.314	-1.12	-0.651	-0.306	0.682	0.826	0.933	2.445	-0.304	-0.155	-0.141	-0.134	-0.078	-0.06	-0.021	0.096	0.106	0.146	0.176	-0.993	-0.209	-0.135	-0.089	-0.054	-0.033	0.105	0.133	0.176	0.328
512	Cefotaxime	-1.973	-1.556	-1.245	-0.91	-0.46	0.368	0.557	0.648	1.096	1.352	3.001	-0.179	-0.149	-0.112	-0.094	-0.08	0.037	0.081	0.098	0.119	0.157	0.202	-0.335	-0.162	-0.106	-0.077	-0.052	0.039	0.109	0.157	0.241	0.376
513	Cephalothin	-4.415	-2.637	-1.472	-0.989	-0.808	-0.078	0.603	0.799	0.957	1.331	1.765	-0.353	-0.218	-0.18	-0.144	-0.117	-0.027	0.095	0.117	0.148	0.174	0.257	-0.275	-0.233	-0.161	-0.097	-0.057	0.001	0.135	0.162	0.209	0.638
514	Cefoxitin	-2.012	-1.577	-1.425	-1.204	-0.896	-0.522	0.513	0.564	0.838	1.29	2.264	-0.345	-0.22	-0.158	-0.123	-0.117	-0.056	0.041	0.072	0.1	0.131	0.206	-0.228	-0.177	-0.145	-0.105	-0.091	-0.066	0.075	0.128	0.229	0.365
515	Ceftazidime	-2.256	-1.362	-1.089	-0.757	-0.618	0.422	0.601	0.756	0.849	1.224	1.862	-0.188	-0.163	-0.118	-0.078	-0.058	0.029	0.048	0.059	0.067	0.12	0.181	-0.284	-0.165	-0.103	-0.082	-0.065	0.022	0.078	0.119	0.173	0.347
516	Piperacillin	-3.58	-2.447	-1.767	-1.305	-1.136	-0.687	-0.312	0.598	0.707	1.366	2.293	-0.28	-0.21	-0.134	-0.097	-0.071	-0.052	-0.032	0.077	0.126	0.155	0.207	-0.684	-0.182	-0.118	-0.086	-0.055	-0.035	0.075	0.142	0.225	0.353
517	Cefmetazole	-2.121	-1.604	-1.345	-1.296	-0.773	-0.521	0.439	0.78	1.166	1.635	2.196	-0.291	-0.208	-0.152	-0.14	-0.084	-0.058	0.054	0.082	0.133	0.184	0.346	-0.382	-0.195	-0.113	-0.094	-0.084	-0.043	0.068	0.145	0.215	0.548
518	Aztreonam	-2.454	-1.347	-1.202	-1.164	-0.808	-0.561	-0.24	0.641	0.751	0.926	1.471	-0.24	-0.15	-0.104	-0.085	-0.078	-0.074	-0.033	0.068	0.087	0.102	0.175	-0.309	-0.173	-0.11	-0.084	-0.069	-0.058	0.069	0.111	0.183	0.207
519	Cefamandole	-2.937	-1.967	-1.755	-1.304	-1.068	-0.964	-0.622	0.492	0.696	1.291	2.641	-0.259	-0.208	-0.181	-0.165	-0.128	-0.106	-0.088	0.075	0.109	0.123	0.221	-0.231	-0.203	-0.17	-0.113	-0.092	-0.064	0.053	0.125	0.156	0.448
520	Nalidixic acid	-4.096	-1.982	-1.635	-1.254	-0.955	-0.764	0.419	0.498	0.534	0.894	1.889	-0.412	-0.267	-0.106	-0.097	-0.075	-0.048	0.078	0.096	0.111	0.136	0.159	-0.38	-0.111	-0.091	-0.069	-0.06	-0.03	0.172	0.185	0.274	0.447
521	Cefoxitin	-2.209	-1.784	-1.418	-1.153	-1.024	-0.442	0.438	0.556	0.861	1.394	2.626	-0.372	-0.224	-0.166	-0.148	-0.088	-0.046	0.049	0.074	0.11	0.132	0.248	-0.373	-0.183	-0.142	-0.108	-0.077	-0.053	0.086	0.113	0.187	0.577
522	Ceftriaxone	-2.127	-1.721	-1.501	-1.186	-0.93	-0.514	0.483	0.713	0.886	1.199	3.177	-0.281	-0.179	-0.138	-0.121	-0.09	-0.068	0.047	0.111	0.132	0.17	0.273	-0.501	-0.177	-0.121	-0.081	-0.065	-0.042	0.107	0.181	0.231	0.311
523	Nalidixic acid	-5.346	-1.962	-1.574	-1.142	-0.893	-0.741	0.384	0.48	0.533	0.841	1.865	-0.392	-0.26	-0.094	-0.084	-0.063	-0.029	0.058	0.075	0.098	0.122	0.145	-0.357	-0.108	-0.076	-0.066	-0.042	-0.024	0.116	0.18	0.236	0.482
524	Nalidixic acid	-18.68	-1.684	-1.217	-0.924	-0.83	-0.657	0.395	0.486	0.548	0.926	2.098	-0.473	-0.275	-0.127	-0.091	-0.056	-0.039	0.063	0.075	0.111	0.126	0.152	-0.651	-0.156	-0.119	-0.054	-0.034	-0.022	0.137	0.191	0.272	0.393
